,conversation,speaker,backchannel_given,backchannel_recieved
1,7d277fea-f43d-4a79-9027-ba1e3d866c2c,5e79352ea4d7d30d65532c51,108,108
0,6cb715c8-2c4a-4dae-a47e-5d0b3108f4c8,5c0017c8f4fb890001d68650,170,115
1,6cb715c8-2c4a-4dae-a47e-5d0b3108f4c8,5ed98dc98d52355330659711,115,170
0,d3b4cd4a-45a9-46f7-95b2-dbd513ffa651,5d625b4550d0dd0017805839,312,222
1,d3b4cd4a-45a9-46f7-95b2-dbd513ffa651,5ed885609d0c93397b6b50fd,222,312
0,4f58d221-8045-48e5-bf26-7e9ff6e16f3b,5eb4a3fb75168630c3e6fdb1,168,104
1,4f58d221-8045-48e5-bf26-7e9ff6e16f3b,5f12f20001f4ce0008767b19,104,168
0,35d9c472-e6c0-40db-9104-858677fc6b83,59d5888d21977e0001d630f3,167,118
1,35d9c472-e6c0-40db-9104-858677fc6b83,5dcf55f1cc192008cf8404b8,118,167
0,49f6239a-252b-463c-a3b3-2667aeb24286,5d54d3560c5b0400174b3c81,60,159
1,49f6239a-252b-463c-a3b3-2667aeb24286,5eed1bae9e63ac127ac15a77,159,60
0,f9fd3d3f-3fb9-4036-9976-c7ebcfd1af57,5e1f7b9242998a2ab95cff70,76,153
1,f9fd3d3f-3fb9-4036-9976-c7ebcfd1af57,5ebb48fa86aba5115f8f33c9,153,76
0,d1c4c34e-d50e-4ce2-b7bf-e29e5de4dfb6,5c401a3da2bdc5000121ba5b,107,86
1,d1c4c34e-d50e-4ce2-b7bf-e29e5de4dfb6,5df867af814bba5f7fafeb6b,86,107
0,ea4c6102-1123-41fc-b8ab-96f4295af3d0,5c102b9461df5c0001cb468b,80,420
1,ea4c6102-1123-41fc-b8ab-96f4295af3d0,5ee6511c69b98d0129d62f27,420,80
0,acd5c3b5-c080-4ab4-98ca-4099c2711591,5e13ad514c81b2a01ae4aa9f,308,89
1,acd5c3b5-c080-4ab4-98ca-4099c2711591,5e88f058524dca58ab60da0b,89,308
0,798a58fb-2c59-486b-8fef-1da18e38771a,5bdc94f819b9ba000157da85,51,231
1,798a58fb-2c59-486b-8fef-1da18e38771a,5f1e9b5ffe1f70029559f24c,231,51
0,dbe27cbe-5693-4994-b281-d481a5a4e1f0,5f4bc3259e842579bf1a8b0a,69,134
1,dbe27cbe-5693-4994-b281-d481a5a4e1f0,5f5ce7f940a2614f6cb6e747,134,69
0,2ca8ec4a-32b5-4a96-ae8e-73b5322c993c,5977e3867412f8000194e1fe,37,344
1,2ca8ec4a-32b5-4a96-ae8e-73b5322c993c,5ec8595410d64c343d8c7f2a,344,37
0,ac3a86cc-3a35-4567-acee-752d9545ffa3,5e6d6545993427329a35b800,199,166
1,ac3a86cc-3a35-4567-acee-752d9545ffa3,5f5e8c58f7e0497501c4e356,166,199
0,ed4b674c-cace-4ce4-957f-d11b7da2ba6b,58ae59babb9e0f0001acb414,161,36
1,ed4b674c-cace-4ce4-957f-d11b7da2ba6b,5c284e0970d93a0001211e16,36,161
0,8e525c27-7d72-4aad-84fc-7bffbe15a0c3,5f1cc717981bb7584655fe62,341,42
1,8e525c27-7d72-4aad-84fc-7bffbe15a0c3,5f51263e54863a31bd83b07d,42,341
0,ff620cc6-1f20-4a09-813b-b2736705c3fb,59d5c894c732930001d88b5e,88,199
1,ff620cc6-1f20-4a09-813b-b2736705c3fb,5f1664c5e764871cf6d224aa,199,88
0,2609820a-8b4f-4827-b94b-df5244dbb4d8,5dd4bd7ae4f4a0499548a810,49,160
1,2609820a-8b4f-4827-b94b-df5244dbb4d8,5eaa287bfb0fca19f4306de9,160,49
0,898c0139-9796-44cc-a8f2-35392c70bbb8,5c817d90fae0130015ce9bda,162,154
1,898c0139-9796-44cc-a8f2-35392c70bbb8,5e7cf6a91b20a2370376ec18,154,162
0,782a11f3-337b-4794-8888-82aca3675442,5e606b1eaf84e83c728748d7,22,325
1,782a11f3-337b-4794-8888-82aca3675442,5f4c9e74da9c148b0d42ecbd,325,22
0,d725ab7b-df57-48fe-af34-b5fec56c7535,5bdc94f819b9ba000157da85,72,115
1,d725ab7b-df57-48fe-af34-b5fec56c7535,5d54d3560c5b0400174b3c81,115,72
0,cd5102b0-a433-44c5-a8e1-0183c98ba1d4,5850d667b64b9e00017cb722,186,197
1,cd5102b0-a433-44c5-a8e1-0183c98ba1d4,5f3e9f121e84430ec9310a7b,197,186
0,8d38d01e-ab10-4ec3-8182-175be4e4be2b,5cc020d5159f790017bee28b,142,78
1,8d38d01e-ab10-4ec3-8182-175be4e4be2b,5f30841ff614014e92784605,78,142
0,fe37221d-0db4-43d3-8ceb-41b9c2d917eb,5a91877e777df200015fa0f5,188,71
1,fe37221d-0db4-43d3-8ceb-41b9c2d917eb,5c6babadec1fb80001c18bed,71,188
0,ada6c3c4-8c97-4b37-b1e1-a28706a194d5,5eece89d63352e0c327ddb0b,96,130
1,ada6c3c4-8c97-4b37-b1e1-a28706a194d5,5f51265c4873f23082851a5c,130,96
0,07094abd-8b2a-426a-8dca-edead45c2143,5af67a42e066a400011347c0,41,175
1,07094abd-8b2a-426a-8dca-edead45c2143,5ec82c3f67c66a10c498ecf6,175,41
0,2a863b95-3e08-4f7a-8b13-4fd804164e93,5c4534332b1bda0001f5791f,289,102
1,2a863b95-3e08-4f7a-8b13-4fd804164e93,5e810f7ab7838b803809d3c5,102,289
0,99b21bf5-7a13-4969-81b8-824a66bde106,5ed74a20ac241e1c4dfeb045,223,121
1,99b21bf5-7a13-4969-81b8-824a66bde106,5f52c941fc18905c7e8f78fd,121,223
0,4ec6a831-5dda-4109-84cd-5e376c29e920,5706fb93914b7100093b7925,26,177
1,4ec6a831-5dda-4109-84cd-5e376c29e920,5f2cc8cebc4bd01d61151550,177,26
0,7f42f761-f9c4-41c7-9bad-e1dc66d13370,5c266e991fc74500017cb567,17,198
1,7f42f761-f9c4-41c7-9bad-e1dc66d13370,5dcf716a5726040ac12efe1d,198,17
0,25de27d1-adc5-44fe-85ce-fc53e15e1b02,5eadf3b39c169a4a5a017f76,102,145
1,25de27d1-adc5-44fe-85ce-fc53e15e1b02,5eb02a40b17a8c0868685d32,145,102
0,7366a7c8-6877-43ab-851f-ec30c95b9b66,5d38c604b3126d0001fbed6e,94,108
1,7366a7c8-6877-43ab-851f-ec30c95b9b66,5ddf58d87af661ed30fff14b,108,94
0,e09163c8-f620-43d0-b93e-dd3da3d5127f,55c4ea6dfdf99b4adb996618,344,72
1,e09163c8-f620-43d0-b93e-dd3da3d5127f,5ea081a83dec4804d565f7fb,72,344
0,d713d070-fe2c-4327-8952-e78f45d251a8,5edc3f9696a72790ae256a27,39,372
1,d713d070-fe2c-4327-8952-e78f45d251a8,5f17821d53d8590009cfc951,372,39
0,7bcf6ed5-b8f4-4575-a8b1-ae26d37d45e9,5e6a608ce62ce1000c940212,134,70
1,7bcf6ed5-b8f4-4575-a8b1-ae26d37d45e9,5e9d549e36f025000a0ddc25,70,134
0,1e606ba1-3721-4da1-b721-d2530c1546bd,5869dec37fbbcd00013974e2,73,553
1,1e606ba1-3721-4da1-b721-d2530c1546bd,5bd086bbc3b40e0001df9551,553,73
0,cb5e4872-22af-49fb-a331-0cfe03ce8090,5c3a34eebe1ddc0001aa35d6,62,187
1,cb5e4872-22af-49fb-a331-0cfe03ce8090,5f51265c4873f23082851a5c,187,62
0,eed245eb-8212-451f-bf06-320da3153b75,5c6f1611922d7a00017cb800,34,269
1,eed245eb-8212-451f-bf06-320da3153b75,5ed7c2a9460b76287b2cda9f,269,34
0,65271581-3117-4b65-a54c-64486d5e5453,5ec4a0fffe991f37f61b356e,80,97
1,65271581-3117-4b65-a54c-64486d5e5453,5f0298ad4a1b58435567e7d4,97,80
0,c4d50c68-5b6d-4180-a693-25cab706ada4,5f4fd45ac62ac40f6bdf8ee1,64,77
1,c4d50c68-5b6d-4180-a693-25cab706ada4,5f6817d32dac2317c0453f2a,77,64
0,fbd36b9b-415f-4681-81f3-9adf5a4f8a8a,5c7d7e86848d2a0016b3dd3e,72,454
1,fbd36b9b-415f-4681-81f3-9adf5a4f8a8a,5ec5a705a9b68d5f1f482ce5,454,72
0,a0fa52ba-5843-4519-beb0-57ea126843c1,5df58b28ecb3ea3ed1ceea37,154,76
1,a0fa52ba-5843-4519-beb0-57ea126843c1,5f9dbe7b71894b333e8722f7,76,154
0,2faec4dd-2885-46f3-9796-d4b152a75f9b,5edf0bcccf71bc1c0b806934,147,197
1,2faec4dd-2885-46f3-9796-d4b152a75f9b,5f616e6d5399870fad4c4d17,197,147
0,b5bfe073-6066-4260-96dd-ffb169af7687,5ea9d17ebd3d1011e05655e2,25,68
1,b5bfe073-6066-4260-96dd-ffb169af7687,5f6fe97d8641835be70202bd,68,25
0,30a69621-20ae-437e-bc61-7934ac8bc543,5c95970cd676900016e1a940,91,116
1,30a69621-20ae-437e-bc61-7934ac8bc543,5e975ea254955d0bfe9f7929,116,91
0,a7b14ca1-0b36-42b9-ad4a-50f0eb094035,5aea9a59852ddf0001ced15e,130,217
1,a7b14ca1-0b36-42b9-ad4a-50f0eb094035,5dd28beafce6062a4f5221b3,217,130
0,747bcb23-a508-4662-a525-1c99a35fd71b,5f23ff398626c51fdd6c3fb5,39,223
1,747bcb23-a508-4662-a525-1c99a35fd71b,5f9c9d259e7c0a17abe03413,223,39
0,cb056010-c50e-4e80-b639-bb178a2b9330,5eeaae03e1959f18cd331cd0,181,239
1,cb056010-c50e-4e80-b639-bb178a2b9330,5f2850a9d9a5f01279e1bd16,239,181
0,43741688-7c5f-4a12-9a5d-956cd04c8e4c,5cb35e2314235c0001320446,95,103
1,43741688-7c5f-4a12-9a5d-956cd04c8e4c,5eb9798c0c0c95075ce61dfb,103,95
0,7a8dd066-fca4-4185-9e7b-374f5401d3f2,5f3fecd2bc9bac0b4ca93d30,92,48
1,7a8dd066-fca4-4185-9e7b-374f5401d3f2,5f469dcf5fcb5d0355771013,48,92
0,9da99b7f-cdca-430c-b8c5-260995719f0a,5a693e48c0d8360001082fda,155,206
1,9da99b7f-cdca-430c-b8c5-260995719f0a,5f055b6ca28292863f750383,206,155
0,d88b22af-06ef-4146-b379-805c98344d66,558a327cfdf99b2d75651681,80,150
1,d88b22af-06ef-4146-b379-805c98344d66,5f1b2282a3103e2caff2fd7b,150,80
0,dc3d0ae4-8d20-4d1d-8e0c-82c85a79b26e,5e8408d21d9287000cae48bc,43,120
1,dc3d0ae4-8d20-4d1d-8e0c-82c85a79b26e,5f4d53f96aa639a0d605052e,120,43
0,61b35301-6416-4293-a5c5-fd5d1ece93b4,5e01ac85617219d6da5ab31c,53,127
1,61b35301-6416-4293-a5c5-fd5d1ece93b4,5ea3310bf9c4f828f0c909c5,127,53
0,20c24d28-cf75-43fc-890f-2dc6e33279d9,5e0d416d13ec504cb9c43cbf,135,256
1,20c24d28-cf75-43fc-890f-2dc6e33279d9,5e8727fb90c37002d97ca052,256,135
0,1051ef33-9361-41e2-89d9-46d4eb851508,5d96203d74f4a000159a8c58,166,268
1,1051ef33-9361-41e2-89d9-46d4eb851508,5f53d12e8401650d33179059,268,166
0,ab3deb59-51cf-43e3-92f9-c53103d2bebe,5cea6a19be3e050016bf85f2,91,139
1,ab3deb59-51cf-43e3-92f9-c53103d2bebe,5ef00318f05e8b4fc02145ae,139,91
0,4ecfd9f7-3819-424f-9e19-b7c39281506d,5e16c36093ab8bc8c1c27f35,153,53
1,4ecfd9f7-3819-424f-9e19-b7c39281506d,5e6a418620befe00096983d2,53,153
0,a4fa5355-74ba-4622-a58b-57335efc8a9e,56802e5fc5767f00121cc6a0,32,146
1,a4fa5355-74ba-4622-a58b-57335efc8a9e,5ecf4b18f7b0443609e07646,146,32
0,5ca9b7cd-9c68-4803-8d13-f3e6c7d24f43,5be04ea54a5e53000157ac4f,138,40
1,5ca9b7cd-9c68-4803-8d13-f3e6c7d24f43,5f0c61f219803a07239a4269,40,138
0,ceaafa07-24d8-4398-9b1a-b825938f23e0,5d314d9a667c4e0019ccc45d,141,115
1,ceaafa07-24d8-4398-9b1a-b825938f23e0,5e9a13607f6aab090d1b4d29,115,141
0,307f0b6d-5703-411c-aec8-f2fbd6f099e8,5951c8505f42c10001ff3f93,93,340
1,307f0b6d-5703-411c-aec8-f2fbd6f099e8,5e5ec4b603a4721fa9447858,340,93
0,5334722e-8f9b-41c3-8f16-aff380cb5160,5f4e8f0ac0126208c0db2f91,68,100
1,5334722e-8f9b-41c3-8f16-aff380cb5160,5f7ba78144712b190d608580,100,68
0,4534b849-b002-42f2-84e7-d2cc9e73fa24,5ec4a0fffe991f37f61b356e,150,61
1,4534b849-b002-42f2-84e7-d2cc9e73fa24,5f50544b526bec1ce4a44f70,61,150
0,05aa5dd6-77ee-454e-ad3d-1e34b0d0b62b,5e68083669f4cf0c05439f94,163,78
1,05aa5dd6-77ee-454e-ad3d-1e34b0d0b62b,5eccfd5e040498000acbab5c,78,163
0,6cc56ecc-d29c-4bb3-bbd9-c67236c15b0c,5e3f6b251d15101c5251d8b7,105,82
1,6cc56ecc-d29c-4bb3-bbd9-c67236c15b0c,5e8a10fdb4921a6a6ee61d88,82,105
0,c2e52da0-6e7d-4dea-8b1f-f0b137b89c5b,5f51265c4873f23082851a5c,49,77
1,c2e52da0-6e7d-4dea-8b1f-f0b137b89c5b,5f5be35f7e4af23a5145586f,77,49
0,0d7fc2a3-37b2-44b8-a60a-c69d6016b65e,5d5dc2d37bfc8400013b653c,310,238
1,0d7fc2a3-37b2-44b8-a60a-c69d6016b65e,5dde8fba82f458000c8c7c75,238,310
0,00ae2f18-9599-4df6-8e3a-6936c86b97f0,5cf274cb201b8000190c85cd,214,77
1,00ae2f18-9599-4df6-8e3a-6936c86b97f0,5dcf6037b103ee09ffb24ad9,77,214
0,54fb8d98-5142-4ffa-9227-29319f91a287,5bd8d97c26903900018579d3,303,31
1,54fb8d98-5142-4ffa-9227-29319f91a287,5f6be2474140c215c8ebbe52,31,303
0,719582b9-9fbd-43bc-8891-76674a4e603e,5d1e5e30a043ee0019453932,54,44
1,719582b9-9fbd-43bc-8891-76674a4e603e,5dbc46b70338051eb7999760,44,54
0,7eb00e0d-90e4-4310-86ab-616b4e498765,573bc4fbf3580b000fce0af4,125,233
1,7eb00e0d-90e4-4310-86ab-616b4e498765,5cb60f1eefd4130001bbfdb7,233,125
0,bcff5a59-2fa4-4566-a962-d69d78823a06,5d8d821215875e001482ece7,64,110
1,bcff5a59-2fa4-4566-a962-d69d78823a06,5efb5f77ef19f50a68564191,110,64
0,a87704d1-e02c-4ae8-9697-53d41f46ef41,5eaf15bc1d4ec560bc37efab,91,188
1,a87704d1-e02c-4ae8-9697-53d41f46ef41,5ee143ff2ec63852160688cc,188,91
0,0baae204-e051-464a-982d-70df8b90608b,5f4a7225cf944c08a81adca2,109,49
1,0baae204-e051-464a-982d-70df8b90608b,5f989fa02b5a611b2df1a305,49,109
0,0cf99695-c570-4da0-85f9-02f9bc109e5b,580cab86b869700001d71628,87,149
1,0cf99695-c570-4da0-85f9-02f9bc109e5b,5ea0d8c7e106cc0ebc3262b1,149,87
0,ddcc41a1-c429-4c98-b281-4b89f27bca88,558a327cfdf99b2d75651681,26,63
1,ddcc41a1-c429-4c98-b281-4b89f27bca88,57d6dd8d6598aa000199188b,63,26
0,f35dd2f0-58b3-47fd-958a-7b2357b7be55,5d84d74aba692b001d6708b3,299,89
1,f35dd2f0-58b3-47fd-958a-7b2357b7be55,5ed1702b534bdc0c7d215298,89,299
0,75ec8199-4125-4465-b1f5-148e7cc557f4,5f469dcf5fcb5d0355771013,69,94
1,75ec8199-4125-4465-b1f5-148e7cc557f4,5f5a6c23009333128f6f7d82,94,69
0,1bb8ee77-ac56-41f9-8103-a4314cc334f0,5e9732d6bafec41daaf8fc30,119,182
1,1bb8ee77-ac56-41f9-8103-a4314cc334f0,5eeaddb294466620617d4869,182,119
0,1db0a83b-76d3-48f4-b0cd-13d559c67e61,5d4c7ac3e8ec490018b0050d,149,65
1,1db0a83b-76d3-48f4-b0cd-13d559c67e61,5f0e50c3a8d93519188a7525,65,149
0,8de72bfa-931b-4d91-abdd-7fa0053db775,5ee3fddcc8ba5c0ecbd0699e,83,103
1,8de72bfa-931b-4d91-abdd-7fa0053db775,5eef1e59872e07000ba6cb37,103,83
0,2d86a7ed-c970-47ef-80b2-c87393ef4734,5be1ac50ca095c0001b9f717,91,104
1,2d86a7ed-c970-47ef-80b2-c87393ef4734,5f0bd06834894f4fb33be017,104,91
0,20c21d82-037a-4faf-a439-e8be15daf201,5ea91e89257581388e79adc6,225,78
1,20c21d82-037a-4faf-a439-e8be15daf201,5eda93dcca52056b992dc4e7,78,225
0,1507fb8f-a797-4911-a695-15e9856cb173,5eb05058661fe60d7601edde,276,91
1,1507fb8f-a797-4911-a695-15e9856cb173,5ebab15a44263b000888f35b,91,276
0,01b9ad1a-cf5c-466b-b227-dfe3a36d1359,5e714543bb9f870679f01411,140,300
1,01b9ad1a-cf5c-466b-b227-dfe3a36d1359,5ea523b2a7782138712c7e1b,300,140
0,f91c6e72-a099-44c6-bc79-5d6c01b1fa27,5c989ea4c7f75b0001677fa8,167,90
1,f91c6e72-a099-44c6-bc79-5d6c01b1fa27,5df11a727f08ed028418fa62,90,167
0,4a50f7ad-7b2d-439a-aebf-17f9abf9eefc,5d81746b784c7600198580ee,173,99
1,4a50f7ad-7b2d-439a-aebf-17f9abf9eefc,5f5d072a03bb910d975cc8ab,99,173
0,ba51006e-0b13-4071-b19c-3f4ece8f670d,5e21d253c7fe654b45073bcf,301,91
1,ba51006e-0b13-4071-b19c-3f4ece8f670d,5f55b2de5c3cb118507479f5,91,301
0,81d35bc9-a18c-4501-956b-02c8a5e1b292,57af9cdda169b50001a434e3,133,75
1,81d35bc9-a18c-4501-956b-02c8a5e1b292,5ee0010edfc47c33f1726e45,75,133
0,4b3fc3a3-8714-407c-b142-bf2e242e0ae9,5f23ff398626c51fdd6c3fb5,63,479
1,4b3fc3a3-8714-407c-b142-bf2e242e0ae9,5f51530ebc50f53857d60824,479,63
0,9a54607c-02a3-48c6-ad11-02a5e27812de,5869dec37fbbcd00013974e2,54,188
1,9a54607c-02a3-48c6-ad11-02a5e27812de,5f1b1f6a908b2609a62ab7ad,188,54
0,fcdd8b20-100e-42a9-b790-ddd606f6bbe4,56df9a836b4093000bd896c7,225,159
1,fcdd8b20-100e-42a9-b790-ddd606f6bbe4,5f74d520b30576105d455fcf,159,225
0,247fa9d7-7636-4faf-8620-b0e16c305909,5c670a430d80fd00014264f9,62,133
1,247fa9d7-7636-4faf-8620-b0e16c305909,5ed442ea258f2e4098c6b153,133,62
0,c1f946c8-cc9d-4cb2-8535-de058d3a6788,5efdcf388c837e24c1bbb083,376,193
1,c1f946c8-cc9d-4cb2-8535-de058d3a6788,5efe907ba8384039f55a9625,193,376
0,6dad6fab-5953-4d00-adb3-fab321cc5633,5ee2916b70aa643be19c0036,54,351
1,6dad6fab-5953-4d00-adb3-fab321cc5633,5f67f123a9151c4484c6e1f4,351,54
0,e3717831-71e4-47c8-8069-e4efc1e0e8c4,5c6d460ec3aa150001145611,116,320
1,e3717831-71e4-47c8-8069-e4efc1e0e8c4,5e8727fb90c37002d97ca052,320,116
0,ab4cc6e0-e097-421d-856e-7b37b519f872,5e6d6545993427329a35b800,195,46
1,ab4cc6e0-e097-421d-856e-7b37b519f872,5ef6d07be683903cd5ae171d,46,195
0,97237153-37f6-48f0-a8ea-45ab74ccb18a,5e33f0622878163a8387ee65,221,115
1,97237153-37f6-48f0-a8ea-45ab74ccb18a,5eb9cea0d0a682113d2c05a1,115,221
0,9d592e7e-554d-453e-9e3c-80512508147b,5dbf9446a3f5cb419e9d28c8,137,117
1,9d592e7e-554d-453e-9e3c-80512508147b,5efbbac9041ae7163c083d36,117,137
0,a7602f19-a879-4ec7-8653-dfb750095c6e,5e820a4e26ed71918013d860,177,68
1,a7602f19-a879-4ec7-8653-dfb750095c6e,5edff301000fa631c7b5bd3b,68,177
0,8905eed1-c670-46a6-98a3-271969b44927,5ede3d2ef7c9f9068776c4d2,244,118
1,8905eed1-c670-46a6-98a3-271969b44927,5f29cc9048d8b1151c92f9f1,118,244
0,fca231e3-c8d1-4e97-b015-94b6c5f505a1,5d49a0b751695e0001a188a8,88,123
1,fca231e3-c8d1-4e97-b015-94b6c5f505a1,5d625b4550d0dd0017805839,123,88
0,f25ff7b8-fba1-4e4b-a1bc-9d9ae5693d27,5e02285cac9e16dcddb845ef,163,155
1,f25ff7b8-fba1-4e4b-a1bc-9d9ae5693d27,5ec4413c7bd12a11f5d49e04,155,163
0,a019bea4-16c0-4620-9e61-7342df9a21c4,5c90fd5c26e3ed0001989e17,185,101
1,a019bea4-16c0-4620-9e61-7342df9a21c4,5e70f556ff93c704b41b2b70,101,185
0,6367b953-4460-45e6-9169-4c73e3964ede,5d0eb8f40c09d600174dca28,160,126
1,6367b953-4460-45e6-9169-4c73e3964ede,5e7cb742d29f7530898fb99d,126,160
0,f832c164-64f5-44a3-a0f7-e97c6c8f063d,5733464fbc6923000fcd2de1,154,91
1,f832c164-64f5-44a3-a0f7-e97c6c8f063d,5dcdcf1f3d341109f64a5127,91,154
0,6dbba663-77e3-4d2f-ada0-676de3fe1d1c,5dd4767b32288646716dc98a,114,293
1,6dbba663-77e3-4d2f-ada0-676de3fe1d1c,5f08bea1c1c4e111f286d7d1,293,114
0,916d8851-e042-42e8-9dd5-9aa61c3e8df0,5ec6c3fe8197ce0e352fbfc1,172,205
1,916d8851-e042-42e8-9dd5-9aa61c3e8df0,5ecf4b18f7b0443609e07646,205,172
0,c4dbb239-5e7d-45da-88fb-3c6c733dab2e,56e130548b1c33000a388671,39,67
1,c4dbb239-5e7d-45da-88fb-3c6c733dab2e,5f352e9b8ad4af48c58d8143,67,39
0,8ffb9f08-20e5-4edc-b365-da2657115f1a,5f12a44dadcb8421418b6a80,86,133
1,8ffb9f08-20e5-4edc-b365-da2657115f1a,5f5128258dff8f30b0c3c1eb,133,86
0,fae54970-a3a8-4386-8364-7d6ee91a6f4f,5c4d1a6c9ce35100019dbc88,16,194
1,fae54970-a3a8-4386-8364-7d6ee91a6f4f,5f4a7225cf944c08a81adca2,194,16
0,36c3cfe4-4773-486f-a4c2-28473afbb94c,5c817d90fae0130015ce9bda,169,136
1,36c3cfe4-4773-486f-a4c2-28473afbb94c,5f2850a9d9a5f01279e1bd16,136,169
0,f79d4372-62ac-4e70-a2d9-8b722fd5edc5,59296fb2e8a7ff000163f033,77,48
1,f79d4372-62ac-4e70-a2d9-8b722fd5edc5,5f98aeb71f6d0e1cec74defb,48,77
0,442dea44-b336-4903-9d01-47c8ca7a9a58,5dd33bd8f01cbe3350807cf6,104,271
1,442dea44-b336-4903-9d01-47c8ca7a9a58,5dee44454d7bea4e3f4b44a6,271,104
0,ec397cba-60f5-4bc5-ab02-73a2aaa17029,5ce791d77a1a2300188e03bc,165,96
1,ec397cba-60f5-4bc5-ab02-73a2aaa17029,5eaa26c17c3cbc1ae4881baa,96,165
0,66637745-1f42-48d5-810e-ad7726f2c315,55cb7fdafdf99b3c26ae4d4a,189,97
1,66637745-1f42-48d5-810e-ad7726f2c315,5eece89d63352e0c327ddb0b,97,189
0,5d802b9e-b047-450a-9695-69c10a96699f,5dcc2827b1dabb8be6a9048e,147,109
1,5d802b9e-b047-450a-9695-69c10a96699f,5efe33b14177723069d82cfd,109,147
0,7bcd1417-babb-4b17-a018-21001904bc2f,5c43c90d5aca820001f73f6f,128,183
1,7bcd1417-babb-4b17-a018-21001904bc2f,5f15e493d2423e70aa0aa3a2,183,128
0,0d4a795e-7026-4d98-b6d0-739a2c7c1661,5e5ca080bb37ff47b09dd4cc,282,194
1,0d4a795e-7026-4d98-b6d0-739a2c7c1661,5f17821d53d8590009cfc951,194,282
0,ed08b729-0077-4822-9fef-a6c943ad4a71,56db4c217dcddf000bd5853c,196,132
1,ed08b729-0077-4822-9fef-a6c943ad4a71,5d06b3a3ae1dc1000167e533,132,196
0,9f7552be-807e-4715-8c6e-4afbd422ead6,5dbc46b70338051eb7999760,92,176
1,9f7552be-807e-4715-8c6e-4afbd422ead6,5f0107db94097c2544c516e6,176,92
0,2000c98c-93c2-450e-bc2b-bf7b0ab92ceb,5bd63dfb860b840001dc249e,119,59
1,2000c98c-93c2-450e-bc2b-bf7b0ab92ceb,5e80d8569d1bdf03449b0c2e,59,119
0,84dfe7e5-5d17-43d2-a0db-d63cf67c8367,5d05767056e71d001863ef54,120,57
1,84dfe7e5-5d17-43d2-a0db-d63cf67c8367,5f0e16a89f0d68127670c288,57,120
0,0c9e034f-2fdc-4ba8-b104-1fe709f786f5,5c228e5c867f660001ad66be,145,85
1,0c9e034f-2fdc-4ba8-b104-1fe709f786f5,5d338bb02381b7001761694e,85,145
0,a95e659b-623e-47e7-89e5-9f4088fc7a8e,57656f6c2bfddf000125cce5,147,120
1,a95e659b-623e-47e7-89e5-9f4088fc7a8e,5aeffc6e0ccc2e000185aa28,120,147
0,c33d3ce7-c68d-4c13-9e1f-710e7a6c7a53,5deb1865986140241391d84a,108,89
1,c33d3ce7-c68d-4c13-9e1f-710e7a6c7a53,5ef6d07be683903cd5ae171d,89,108
0,070845c2-dc10-4db8-b889-7a5704d31265,5f0b33e16edeb5429793f878,169,110
1,070845c2-dc10-4db8-b889-7a5704d31265,5f3898caed1478189b8462a0,110,169
0,015301b4-a132-4877-8bec-557e9b99a01c,5bf5f40635087500014257fe,176,135
1,015301b4-a132-4877-8bec-557e9b99a01c,5e88f058524dca58ab60da0b,135,176
0,7ab498fa-9f84-446c-9f1d-daa5b60a8c71,5aa61dd36475f90001a05dcf,32,86
1,7ab498fa-9f84-446c-9f1d-daa5b60a8c71,5eee2f5b6a22952a2bce82fc,86,32
0,d5c3f6cb-66d5-4aa1-af27-5df5d6e2c8fa,5afa5252672ea800010d97e6,106,174
1,d5c3f6cb-66d5-4aa1-af27-5df5d6e2c8fa,5f0df6c9b64b5107b88cbd4b,174,106
0,b3c15eb0-fa00-43a0-b8c2-33ac84f9b586,5eb9af967fbf4b0d17bbe946,212,92
1,b3c15eb0-fa00-43a0-b8c2-33ac84f9b586,5f42c2f45333624dea17b538,92,212
0,fce13627-0b42-435c-898c-235aa351b8fb,5dacf0bb8f8b6800114d9013,140,129
1,fce13627-0b42-435c-898c-235aa351b8fb,5ee9201596dd421333942d06,129,140
0,2b209eb6-0d48-4ebb-9290-5a027ffa3c72,5c270d8f2c45d400014909e8,119,155
1,2b209eb6-0d48-4ebb-9290-5a027ffa3c72,5f2712b3488e134d570bc387,155,119
0,8a9561f0-0eb6-4650-be92-4bb03821fb7b,5d7bd6f64b15c1000195721a,241,131
1,8a9561f0-0eb6-4650-be92-4bb03821fb7b,5dd406d9c23e0d3e6dacc034,131,241
0,bbc4cee1-25fb-4685-ae2a-b1e7e689f5fe,5f12a44dadcb8421418b6a80,48,32
1,bbc4cee1-25fb-4685-ae2a-b1e7e689f5fe,5f289ddbb09b371e42173fe3,32,48
0,8655398f-c876-4323-ad2a-2a3334ad9847,5d9a7b223dbc9e02ad435c90,110,163
1,8655398f-c876-4323-ad2a-2a3334ad9847,5f3546fa1fe9184d7f649d65,163,110
0,8ee0f515-ff66-4189-bd7a-bde430931fe9,5977e3867412f8000194e1fe,41,159
1,8ee0f515-ff66-4189-bd7a-bde430931fe9,5e387b36caa8e1000da3f0f8,159,41
0,6c394707-0f4f-40b4-814d-81f18e20b1da,5aaf4b0ce1546900019b01de,220,95
1,6c394707-0f4f-40b4-814d-81f18e20b1da,5dbf9446a3f5cb419e9d28c8,95,220
0,e21cd225-688b-4296-adec-11abc5c25495,5bdc6d16d9bc4e0001134779,123,75
